id,lat,long,avg_weight,container_type,num_weights
114775.008_485584.341-Rest,52.35170210423815,4.7969426061811244,331.4,Normal container,38
114779.898_485031.707-Rest,52.35719210426771,4.796962606201109,380.6,Normal container,83
114781.550_485639.526-Rest,52.35456210425316,4.79705260619624,353.2,Normal container,87
114794.253_485351.233-Rest,52.35789210427159,4.796962606203539,313.9,Normal container,22
114794.563_485713.522-Rest,52.35785210427152,4.796892606200084,309.2,Normal container,6
114794.675_485712.682-Rest,52.37479210437294,4.796762606252873,325.7,Normal container,74
114800.787_487599.012-Rest,52.37470210437233,4.796792606253989,136.7,Normal container,9
114800.824_487599.029-Rest,52.37480210437295,4.796802606254813,298.4,Normal container,211
114800.850_487598.975-Rest,52.34322210419472,4.797212606164502,348.8,Normal container,4
114801.640_484095.745-Rest,52.3620221042944,4.797242606231169,346.1,Normal container,122
114802.732_486175.958-Rest,52.35417210425111,4.797022606193468,375.9,Normal container,49
114803.152_485296.905-Rest,52.355652104258574,4.797292606211377,540.5,Normal container,41
114807.587_485481.219-Rest,52.34979210422703,4.797492606200477,374.0,Normal container,21
114813.071_484818.892-Rest,52.35091210423342,4.797212606191142,373.2,Normal container,55
114813.199_484964.132-Rest,52.36444210430862,4.797182606236751,265.7,Normal container,75
114813.643_486451.756-Rest,52.38100210441299,4.797012606286533,308.1,Normal container,64
114815.842_488278.025-Rest,52.37980210440466,4.797172606289966,346.4,Normal container,43
114818.932_488145.931-Rest,52.382512104423085,4.79701260629183,403.5,Normal container,105
114821.105_488465.032-Rest,52.35063210423133,4.79752260620481,393.0,Normal container,98
114835.160_484896.669-Rest,52.38176210441745,4.797312606303535,281.0,Normal container,49
114839.726_488373.927-Rest,52.3635621043024,4.797692606257892,397.1,Normal container,59
114839.990_486340.489-Rest,52.35465210425211,4.797782606231081,282.3,Normal container,50
114847.286_485365.369-Rest,52.35549210425636,4.797942606241576,360.8,Normal container,24
114854.168_485454.273-Rest,52.35549210425653,4.79786260623779,343.2,Normal container,41
114855.242_485454.628-Rest,52.36338210430068,4.798022606272921,313.3,Normal container,3
114864.309_486314.050-Rest,52.35258210424029,4.79814260624089,290.3,Normal container,60
114870.343_485129.873-Rest,52.36048210428349,4.798252606273685,394.0,Normal container,80
114872.082_486011.284-Rest,52.351992104236544,4.798442606253008,294.2,Normal container,13
114880.163_485063.429-Rest,52.35204210423716,4.798282606245623,357.1,Normal container,70
114880.587_485063.815-Rest,52.36226210429344,4.798372606285609,315.0,Normal container,2
114881.891_486205.263-Rest,52.38150210441447,4.797902606330815,401.5,Normal container,63
114884.777_488348.117-Rest,52.38090210440991,4.798152606340646,358.0,Normal container,93
114886.271_488272.250-Rest,52.38260210442138,4.798132606345689,319.9,Normal container,99
114889.685_488466.116-Rest,52.3544221042496,4.798392606259131,394.5,Normal container,108
114892.313_485325.990-Rest,52.37930210439944,4.79808260633166,359.9,Normal container,52
114896.634_488087.964-Rest,52.37677210438272,4.798182606327522,285.0,Normal container,154
114904.358_487798.316-Rest,52.37850210439334,4.798512606349371,371.6,Normal container,16
114906.095_488021.721-Rest,52.37780210438905,4.798362606339743,374.4,Normal container,108
114908.000_487946.832-Rest,52.364562104306415,4.798572606303166,328.0,Normal container,96
114911.698_486459.779-Rest,52.35991210427912,4.798802606297763,323.9,Normal container,64
114911.977_485938.968-Rest,52.35011210422554,4.799002606272891,378.5,Normal container,10
114912.608_484851.045-Rest,52.35139210423272,4.79875260626556,302.8,Normal container,52
114914.084_484995.852-Rest,52.38370210442812,4.798462606365359,257.9,Normal container,73
114921.622_488593.922-Rest,52.363722104301225,4.798712606306863,353.5,Normal container,95
114921.875_486364.021-Rest,52.35356210424394,4.798882606279298,313.4,Normal container,65
114925.037_485237.019-Rest,52.37540210437281,4.798712606347975,295.9,Normal container,47
114931.098_487660.470-Rest,52.36116210428574,4.799032606313056,351.6,Normal container,215
114931.470_486092.938-Rest,52.35423210424726,4.799032606288739,411.7,Normal container,54
114931.556_485295.573-Rest,52.35076210422886,4.799022606276109,265.9,Normal container,22
114935.856_484927.515-Rest,52.37720210438365,4.79909260637246,246.3,Normal container,52
114950.621_487865.125-Rest,52.36049210428112,4.799412606328723,219.4,Normal container,54
114961.220_486000.016-Rest,52.38240210441765,4.799262606399012,336.2,Normal container,36
114963.800_488427.388-Rest,52.3815021044116,4.799272606396295,358.9,Normal container,100
114965.230_488349.609-Rest,52.3764021043776,4.799482606388235,352.7,Normal container,101
114975.663_487786.082-Rest,52.38090210440742,4.799342606397511,246.0,Normal container,48
114978.420_488272.487-Rest,52.37920210439587,4.799492606398644,307.6,Normal container,101
114985.283_488088.814-Rest,52.37950210439796,4.799432606396845,356.8,Normal container,84
114985.369_488098.760-Rest,52.37860210439152,4.7996726064051085,340.4,Normal container,113
114985.566_488023.168-Rest,52.37780210438658,4.799542606396066,375.8,Normal container,107
114987.133_487950.579-Rest,52.35913210427209,4.800042606353795,262.1,Normal container,50
114997.101_485855.093-Rest,52.36491210430562,4.799952606369939,406.4,Normal container,28
115002.855_486501.226-Rest,52.38370210442559,4.799682606423724,355.3,Normal container,64
115005.001_488589.785-Rest,52.36176210428703,4.800052606363559,394.2,Normal container,95
115009.737_486152.616-Rest,52.37440210436351,4.800102606410709,370.7,Normal container,74
115010.122_487544.459-Rest,52.35275210423666,4.800322606344541,495.5,Normal container,110
115013.206_485152.600-Rest,52.351732104231154,4.800362606342834,457.7,Normal container,26
115013.769_485035.351-Rest,52.35170210423125,4.800242606337057,352.6,Normal container,103
115013.991_485035.364-Rest,52.35044210422389,4.8006126063500965,223.8,Normal container,4
